Id,GroupId,MatchId,Assists,Boosts,Damage,TotalKnocks,HeadshotKills,Heals,KillPoints,Kills,KillStreaks,LongestKill,MatchDuration,MatchType,NumGroups,RankPoints,Revives,RideDistance,RoadKills,SwimDistance,TeamKills,VehicleDestroys,WalkDistance,WeaponsAcquired,WinPoints,WinPercentage
2ed1462f97b104,cc545d9d5d924e,139616adbb2bb2,0,0,33.06,0,0,0,0,0,0,0,1370,squad,25,1408,0,0,0,13.87,0,0,2307,6,0,0.76
edfe664aeffb0b,20df505f859704,5495400cddeae5,2,1,86.8,2,1,6,0,1,1,40.24,1845,squad-fpp,28,1500,0,2317,0,0,1,0,869.3,4,0,0.6667
cadad68c1aa431,6a59f356bce3fe,ef2f5faf471cc7,0,0,0,0,0,0,1287,0,0,0,1327,squad-fpp,26,-1,0,0,0,0,0,0,211,3,1515,0.2963
36db7721dd41be,fe5355fa132b21,b3dc0425f0ab9a,0,4,116.6,0,0,15,1329,1,1,15.88,1844,solo-fpp,73,-1,0,4496,0,4.39,0,0,3365,7,1561,0.9091
09691c2782c66a,59099b745831de,1046f405c7b6c1,0,3,359.3,2,0,2,0,3,2,9.371,1820,duo-fpp,47,1488,1,2464,0,0,0,0,2591,8,0,0.8723
dad77b5e1af6ba,70dc8653d6180c,6d42d804669259,0,1,200,1,1,8,0,2,1,10.39,1904,duo-fpp,47,1517,0,0,0,0,0,0,545.1,8,0,0.5208
748ee7ce1f5fb9,98ec18bbf8b385,46b0dccac44a29,0,0,0,0,0,0,1214,0,0,0,1894,squad,27,-1,0,0,0,0,0,0,112.1,2,1486,0.0385
d310b194f8a869,776b1830133440,4fcbc19ac4df3d,0,4,181.5,2,0,10,1653,3,2,43.78,1769,squad-fpp,26,-1,0,3279,0,0,1,1,3202,6,1603,1
0fc84c81d905a3,a85118046137d5,08b031f26e8197,0,5,460.4,4,3,0,1413,5,2,31.65,1390,squad-fpp,26,-1,1,0,0,0,0,0,3247,4,1507,0.9259
c1e320a65e697c,aca96cf6885b61,3b1620d0591cbf,0,0,0,0,0,0,1488,0,0,0,1212,squad-fpp,27,-1,0,0,0,0,0,0,892.3,4,1448,0.4444
fb36b9c83a5628,d3d8193fe731cb,996570292c7673,0,0,16.46,0,0,0,0,0,0,0,1705,duo-fpp,44,1433,0,0,0,0,0,0,193.8,3,0,0.2222
f523a2ff7c417e,d85ec2d7510c4d,b13ef78d3dedb6,0,0,100,0,0,1,1087,1,1,14.73,1807,solo-fpp,89,-1,0,0,0,0,0,0,4434,3,1533,0.9556
06d72645ac3f60,f2b3cb082cc7ea,853cf7089d571d,0,0,2.253,0,0,0,1000,0,0,0,1904,squad-fpp,28,-1,0,1688,0,0,0,0,1670,6,1500,0.3929
afa5a4c1c6a36b,9f4fcca0669480,533b3e659cc04d,0,2,29.06,0,0,3,1180,0,0,0,1381,solo,93,-1,0,1093,0,0,0,0,1135,2,1546,0.6915
0bb8b8c507c6d0,c21a854f55b4f9,ffc11891507b99,0,0,59.9,0,0,0,0,0,0,0,1888,solo-fpp,92,1524,0,383.9,0,0,0,0,329.1,4,0,0.3077
a31090637bc8c3,db03d9860a432b,6d9b5370afc487,0,0,0,0,0,0,0,0,0,0,1403,squad-fpp,28,1500,0,0,0,0,0,0,33.83,1,0,0.2857
3e3e2c8cfb3135,0d53f80d98bc27,ac7515f702251c,0,1,52.28,0,0,5,1277,0,0,0,1317,squad-fpp,25,-1,1,1437,0,0,0,0,2924,8,1551,0.96
968d867b76023e,4f192f1f8a8cc9,ca2af39115cfae,0,0,51.84,0,0,0,0,0,0,0,1317,squad,27,1513,0,0,0,0,0,0,63.52,0,0,0.0385
cbb1a722e1d507,2d2533b5f47d1a,e7f3f712e4f6bb,0,0,10.75,0,0,0,1117,0,0,0,1781,squad,26,-1,0,0,0,0,0,0,207.6,3,1493,0.1154
5be04b1501c837,81a87566e2ae5c,8fac3b38d542c0,0,0,112,0,0,0,1719,0,0,0,1375,squad-fpp,27,-1,0,0,0,0,0,0,104.1,1,1510,0.1852
5150cb903fc2bb,b4d7364c450fcc,43bc34510f4d1e,0,0,23.22,0,0,0,1511,0,0,0,1426,solo-fpp,95,-1,0,0,0,0,0,0,85.03,2,1664,0.2577
53216e6dbcc8ce,cf0e1902ea37aa,213f33679a2d51,0,5,316.5,0,0,5,0,3,1,26.27,1445,solo-fpp,97,1524,0,0,0,0,0,0,2726,6,0,0.9388
e8f0ee3843a63c,a18458eb6dad27,a20050254f50d6,1,1,297.9,0,0,1,0,3,1,240.2,1423,solo-fpp,93,1519,0,0,0,0,0,0,2336,4,0,0.9783
ee8d7586b4309d,d7e8fa5726b7bd,8126d314a5ca42,1,0,279.6,1,2,4,1339,2,1,18.6,1385,squad-fpp,29,-1,0,0,0,11.89,0,0,2496,3,1560,0.8333
6ac486d691efa5,ffe234132bd161,c0fe77dee7694d,0,0,129.7,0,0,0,1022,1,1,7.607,1882,solo,95,-1,0,0,0,0,0,0,622.4,3,1485,0.3895
0f3b47f27f0a33,a1f9fe0c7490e5,0bf0d8c44ecbe2,0,0,0,0,0,0,0,0,0,0,1395,squad-fpp,28,1501,0,0,0,0,0,0,59.29,1,0,0.0357
b8d7816f3a5b12,c979d6881bb4a8,d8c58fce382d34,0,0,72.67,0,0,0,0,0,0,0,1831,solo-fpp,89,1534,0,0,0,0,0,0,78.2,2,0,0.25
464f1736c5bd55,48ba5ce1c50e70,8c5cb116d2f087,0,3,98.78,0,1,3,1046,1,1,34.8,1908,solo-fpp,88,-1,0,2807,0,0,0,0,3409,5,1497,0.837
9562aa23171f65,6897c8f2d2f14d,2ac0773c10715b,0,0,0,0,0,0,0,0,0,0,1424,solo-fpp,92,1558,0,0,0,0,0,0,318,2,0,0.4526
1e5058128ae47c,54b6511aa822e6,0d120e25fcdd63,0,6,271.6,1,0,4,1410,2,2,15.37,2067,duo-fpp,46,-1,0,3682,0,0,0,0,1051,5,1535,0.6735
a31cacf2ff5c50,f8f4cc7f23d8c9,36d2cfd34c58a9,1,0,231.9,0,1,5,0,1,1,2.563,1308,squad,26,1487,1,0,0,0,0,0,137.8,5,0,0.12
04d66a4300f6a4,f50003b8dad038,ec0b52f6abe7b3,0,0,0,0,0,0,1139,0,0,0,1380,squad,27,-1,0,0,0,0,0,0,387.9,1,1524,0.2222
09c063911fb63d,acb73714037400,9c51ce524924f1,2,6,227.1,2,0,6,1127,4,1,54.61,1289,squad-fpp,29,-1,0,0,0,0,0,0,3308,6,1515,0.9643
004e04beb9793c,039597cee2e73c,956e4c18951c11,0,1,370.8,3,0,2,0,3,1,6.461,1890,squad,26,1366,1,0,0,0,0,0,568.4,4,0,0.3077
d5716cabb2a8f0,edca6e17317871,6aa3a0c2c301eb,0,2,106,1,1,4,0,1,1,54.08,1956,duo,43,1440,0,1034,0,0,0,0,3098,5,0,0.8
575f5ad18b60ac,9ed86c84df9fe7,728a56582842f8,1,3,275.9,0,0,2,0,0,0,0,1828,squad-fpp,26,1500,0,2293,0,0,0,0,2537,4,0,1
b0e81408eefeb7,ea48af556b4f7b,09e3dfdb64797e,0,0,100,0,0,0,0,1,1,1.997,1465,solo,90,1536,0,0,0,0,0,0,45.32,2,0,0.1319
f22fb38ba773e7,b8894253d33c86,15ec13e1f41cce,0,3,39.1,0,0,2,0,0,0,0,1370,squad,26,1614,0,0,0,0,0,0,3406,3,0,0.8077
2747ae25900c48,892ef5fe8205cf,ad77c274378efb,0,3,0,0,0,3,0,0,0,0,1394,solo-fpp,92,1535,0,0,0,0,0,0,1475,3,0,0.7766
fc803ba7785904,72ab6c82df1712,ba0d4d6b82def5,0,1,90.43,0,0,0,1212,0,0,0,1373,squad,26,-1,0,0,0,0,0,0,168.9,3,1508,0.28
2ac946bf9f29e8,a84ab7f424c55a,f0f1db6942cca5,0,0,0,0,0,0,1086,0,0,0,1276,duo,44,-1,0,0,0,0,0,0,78.63,2,1477,0.0625
9349d215711218,7bd65faf026101,3033192863786c,0,0,47.73,0,0,0,1187,0,0,0,1440,solo,97,0,0,0,0,0,0,0,1726,3,1591,0.8351
a243cc01eaec0b,d61890ffae2a93,38b26ebc15bb5b,0,0,182,1,0,1,0,0,0,0,1398,duo-fpp,45,1489,0,0,0,0,0,0,383.4,1,0,0.3617
d324bfe6c5f462,43f45056542cbb,6146a5e4613cc5,0,1,100,0,1,5,0,1,1,2.685,1964,solo,88,1494,0,0,0,0,0,0,1275,5,0,0.5895
0b4def32f1ddd0,ead7335b866a5b,e240cb9a0b20dd,0,0,0,0,0,0,1139,0,0,0,1428,solo-fpp,94,-1,0,0,0,0,0,0,50.34,1,1485,0.1771
bb10f0f0cbbd89,3e033a2fc9c4e6,a1939a610a08df,0,1,13.23,0,0,0,993,0,0,0,2184,duo,48,-1,0,5828,0,0,0,0,1535,5,1498,0.6875
f0fcba5a666b24,c59eb3166f3502,c9f8f9bc1afe1b,1,5,704.1,0,1,6,1618,5,1,134,1979,solo,89,-1,0,1530,0,0,0,0,3291,4,1635,0.9149
27cbb966205e18,7c32f698fd0358,0f370fe752475d,0,0,0,0,0,0,0,0,0,0,1536,duo,49,1350,0,0,0,0,0,0,9.319,0,0,0.0625
788d0c39f51202,38301d73ea986e,f2ade1f6ab4939,0,0,87.71,0,0,1,0,0,0,0,1720,squad-fpp,28,1519,0,4922,0,0,0,0,1580,4,0,0.3929
c52fefea1e66b2,17dd7640a7b023,af730c498fcbcb,1,0,32.34,0,0,0,0,0,0,0,1796,squad-fpp,30,1449,0,4576,0,0,0,0,951.6,8,0,0.3448
ee66668d9a6df0,2e5334b428e4b9,4a4af6a7900a49,0,1,100,1,0,0,1007,0,0,0,1438,squad-fpp,30,-1,0,0,0,0,0,0,35.1,2,1502,0
679d0fbcc5bd20,0f7b74a531a259,8ed970b3d0b600,1,1,165.8,0,0,6,1552,0,0,0,1751,squad-fpp,29,-1,0,1871,0,0,0,0,1212,4,1557,0.3793
dc4d93b0eb152e,17cf37e13d8f0b,06635c0e0a492d,0,0,201.1,1,0,25,0,1,1,4.721,1784,duo-fpp,46,1499,0,758.5,0,0,1,0,2581,5,0,0.6809
83eb291e1b7700,ba7d30877d5386,5414ae23cee742,0,5,347.8,0,2,3,0,3,1,61.38,1399,duo-fpp,44,1553,1,0,0,0,0,0,2987,4,0,0.913
946270e14b8ca9,ee398ee9814ac2,5d782a612dc53e,0,0,48.36,0,0,0,0,0,0,0,1938,squad-fpp,29,1545,0,0,0,0,0,0,249.9,2,0,0.2069
cb9f7ded1d8d31,8fac8ebc8bfe2c,6d8a43e00105fa,0,0,0,0,0,0,0,0,0,0,1235,squad-fpp,26,1521,1,0,0,0,0,0,776.1,3,0,0.36
6a5831f9cad870,3f29d9cbf16a03,19508248bcec87,0,3,479,3,2,1,0,4,2,18.01,1339,squad,28,1500,0,0,0,0,0,0,619,2,0,0.3704
d47b2ea9b6279b,7c0331def34485,1a7bcc80982a33,0,5,204.9,1,0,9,0,0,0,0,1767,squad-fpp,26,1505,0,1758,0,59.97,0,0,3227,9,0,0.9259
1351cba95b92b8,2e6533ee8bf035,9320559dafe5b9,0,1,100,0,0,1,0,1,1,3.92,1604,squad-fpp,30,1428,0,0,0,0,0,0,986.6,5,0,0.4333
70d689db6c8d18,fcde0bd3a08b35,daab1e41d959ee,0,1,73.82,0,0,0,1000,1,1,1.426,1761,duo,47,0,2,0,0,0,0,0,244.4,4,1500,0.3958
76c8ebad55a3ec,247293e22da07d,23598b0fe4898a,0,0,66,0,0,0,1508,0,0,0,1963,solo-fpp,90,-1,0,0,0,0,0,0,9.912,1,1656,0.0109
c250a9314bea9a,02c14048545897,de1d3a121cfe84,0,3,0,0,0,0,0,0,0,0,1889,squad,26,1472,0,1497,0,0,0,0,3305,6,0,0.7143
5c654ee06cb3e5,2b3a65fd9039d9,99407bcde7569c,0,0,0,0,0,0,0,0,0,0,1867,solo-fpp,89,1500,0,0,0,0,0,0,0,0,0,0
e734af9e1ca6e0,814c3f1434cc65,fe642bed926382,0,1,19.35,0,0,1,1614,0,0,0,1321,squad-fpp,28,-1,0,0,0,0,0,0,471,3,1513,0.4643
22d3ecd5a13f80,75f24feaa72668,5bf432eef2f87f,0,1,0,0,0,5,1180,0,0,0,1873,squad-fpp,28,-1,0,0.0029,0,485.2,0,0,2880,3,1448,0.4138
ffe98414f82480,12b8f214fba7e7,f4d9821273a136,1,2,49.66,1,0,2,1554,1,1,162.4,1319,squad-fpp,28,-1,0,0,0,0,0,0,928,11,1506,0.8519
4e787bc4f3d399,ce7fe6d5910fa6,032f5a9397fc4f,0,2,10,1,0,0,0,1,1,96.15,1977,squad,29,1469,0,0,0,0,0,0,1201,4,0,0.25
a42229880e3cda,06cfea69bf4356,4fa5ed8afd948d,0,1,100,1,0,0,1371,1,1,74.95,1374,duo,47,-1,0,0,0,0,0,0,1859,9,1590,0.7447
95a8d4731e0f8e,d424c8e91700e2,d0c800621f8160,0,0,0,0,0,0,1343,0,0,0,1350,squad-fpp,31,-1,0,0,0,0,0,0,1186,4,1546,0.5
e7e1ba9348d2ee,8e18eceae7d30d,a7f079aa79a4ab,0,0,100,1,0,0,0,0,0,0,1919,squad,26,1465,0,0,0,0,0,0,126.4,1,0,0.7778
953a64c4b47531,ecdaa95b1f3549,794f9ea420e683,0,0,155.7,1,1,4,0,1,1,2.193,1823,squad-fpp,30,1401,0,0,0,0,0,0,164.4,1,0,0.069
b97125128ef210,f124a8991db4b1,b83cd178567dad,0,0,23.41,0,0,0,1073,0,0,0,1871,duo-fpp,47,-1,0,0,0,0,0,0,79.57,4,1517,0.1042
a641a2ab9f35d1,72bab143467ce0,b58cfe91e48242,0,0,100,1,1,0,0,1,1,1.762,1386,squad-fpp,28,1449,0,0,0,0,0,0,14.35,2,0,0
41daf49e12199c,0bbb9db90be5e3,9f5691794e5406,0,6,164.6,1,0,0,0,2,1,89.25,1299,squad-fpp,27,1408,0,0,0,0,0,0,2877,4,0,0.9231
31b257608481ff,63a2d9951c0398,e3997be2bdaabc,1,0,278.9,1,0,1,1095,2,1,49.6,1396,duo-fpp,46,-1,1,0,0,45.64,0,0,1800,4,1483,0.6667
a23ca6cb11532c,c7fdf0e113ebc1,6ddc1b4b9a3d6b,0,2,123,0,0,2,1013,0,0,0,1962,duo-fpp,45,-1,0,0,0,0,2,0,1206,8,1491,0.4681
b610d5067a3da2,5f34caede71afe,28f21e81d0d5a9,0,0,62.92,0,0,0,0,0,0,0,1385,duo-fpp,46,1499,0,445.3,0,7.399,0,0,1916,4,0,0.766
161d2e00142d4c,325b29737af98e,1a332aae92748e,0,1,227,2,0,0,0,3,1,34.96,1454,squad-fpp,26,1526,0,0,0,0,0,0,626.6,6,0,0.4643
4eb7ca36d461ad,028396b957c720,7620c6012aab02,0,1,0,0,0,4,0,0,0,0,1779,duo-fpp,47,1484,0,6217,0,0,0,0,1044,5,0,0.5957
786e5f09523383,1ef52ce832eb12,c355b4e4332433,0,0,41.8,0,0,0,1167,0,0,0,1341,squad-fpp,27,-1,0,0,0,0,0,0,84.71,0,1508,0.0769
8271b3fea1419a,0024bdb4128fc7,4038622e345757,0,0,0,0,0,0,1000,0,0,0,1976,solo-fpp,95,-1,0,0,0,0,0,0,27.85,1,1500,0.1368
4875ef87e92dc3,711cb7cdbe97ec,f9eb107c4835f6,0,1,65.72,0,0,1,0,0,0,0,2004,duo-fpp,47,1486,0,0,0,0,0,0,519,2,0,0.3617
278e80ed343373,870b68ee469431,649e90fb693290,0,0,58.8,0,0,0,0,0,0,0,1375,squad-fpp,27,1847,0,0,0,0,0,0,126.6,1,0,0.963
fd915308dbe1fb,8a94d561638254,20b536a42eb602,0,2,163.9,1,0,5,0,0,0,0,1830,squad-fpp,27,1474,0,0,0,0,0,0,1304,5,0,0.3333
23c7423b06f603,db535b287713da,ebec76bff3a107,0,0,0,0,0,0,0,0,0,0,1327,squad-fpp,26,1455,0,0,0,0,0,0,386,3,0,0.44
d9f275057846b8,45663a95ce7b9e,f10405c6f16a23,0,2,132.3,1,1,1,0,1,1,4.688,1969,squad,28,1375,0,1794,0,0,0,0,1190,7,0,0.5714
d1e622bba8ae2c,791494109baff3,43698f3edf5a09,1,2,259.6,2,1,9,0,2,1,52.77,1750,squad-fpp,26,1430,1,5120,0,0,0,0,2783,5,0,0.9231
c0bff56d02d8a1,b8d4d542a497b4,6b9dcc6357704c,0,0,300,2,1,0,1168,2,2,1.658,1412,duo-fpp,46,-1,1,0,0,0,0,0,119.5,3,1502,0.2708
b1b4d5ea52840a,2a9d5ca1ee1efe,5a66fe6178860b,0,0,0,0,0,0,1387,0,0,0,1879,squad,27,-1,0,0,0,0,0,0,185.2,2,1554,0.6538
78f124d3a99a4b,07cab068627120,9eb6e3f96cfea5,0,0,79.64,0,0,0,0,0,0,0,1374,duo-fpp,43,1488,0,0,0,0,0,0,327.5,5,0,0.3182
de328fb3712724,9d049b58df3b40,e5163fa440ca1b,0,4,144.9,1,2,13,0,3,2,34.29,1766,squad,31,1456,2,6153,0,36.63,0,0,1686,5,0,0.9667
b14d62c65a0d01,a95bc6f7bd654f,59e23ee8543fd2,0,0,0,0,0,4,1000,0,0,0,1961,squad,25,-1,0,0,0,37.42,0,0,1848,2,1500,0.3846
d582c049c7d65c,53aa0f436ad7d2,d8ae3c3bbba07e,0,1,0,0,0,5,0,0,0,0,1892,solo,90,1500,0,0,0,0,0,0,994.1,5,0,0.4516
a0ff6f18a897e8,9eeacc2d7e92d4,071af791c1549f,0,7,400,3,2,8,0,4,3,30.46,1389,squad-fpp,23,1299,0,654.3,0,45.14,0,0,3159,5,0,0.84
3f222f0e1640af,f50d68a6c4b5b3,72e1800c83b5fc,0,0,192,2,0,0,1165,0,0,0,2000,duo-fpp,48,-1,0,0,0,0,0,0,1644,3,1437,0.5833
bff0f103f2d29c,53e16b40536201,826ed748cc319f,0,0,49.58,0,0,0,0,0,0,0,1215,squad-fpp,26,1434,0,0,0,0,0,0,211,4,0,0.3077
9ad844ab90189f,4ba58e7886db7e,8c96607cb44e99,0,0,0,0,0,0,0,0,0,0,1322,solo-fpp,88,1487,0,0,0,0,0,0,192.6,2,0,0.3111
535e19d1a40bdb,f7890cbaff8b8c,d8e145e893c208,0,0,0,0,0,0,0,0,0,0,1296,duo-fpp,45,1521,0,0,0,0,0,0,1151,2,0,0.8478
fda6c8d256df19,b1195572e125c6,420640b6a86cd7,0,0,100,1,0,0,0,0,0,0,1748,squad-fpp,26,1500,0,0,0,0,0,0,69.16,0,0,0
bb4af8c9288ae0,16b7263a49e800,01ea84f396e63a,0,0,0,0,0,0,0,0,0,0,1334,squad-fpp,27,1502,0,0,0,0,0,0,22.13,0,0,0.2963
7e680cac2a9ab8,00f34b62324dd4,cbdf3d75ddfdca,0,0,100,1,0,0,0,0,0,0,1962,squad,25,1470,1,0,0,0,0,0,741.8,4,0,0.32
56891f7a670ba4,7bf1721d90e79f,e4459e1b005750,1,0,21.64,0,0,0,1158,0,0,0,1835,solo-fpp,94,-1,0,2812,0,0,0,0,1259,4,1504,0.4362
b0fa02d6da89fc,ec932863da035d,0b3c0d6ba3f0ae,0,1,0,0,0,4,0,0,0,0,1292,squad-fpp,26,1509,1,0,0,0,0,0,3219,5,0,0.84
e48d2db06da648,fc832c863bb108,6bea6fa216ace9,0,0,39.83,0,0,1,0,1,1,17.71,1380,squad-fpp,28,1424,0,0,0,0,0,0,272.5,3,0,0.3793
41000c3eabcd8d,fd2010d9939860,0b98be4377cc74,1,0,122.3,0,0,0,0,0,0,0,1348,duo,46,1542,0,0,0,0,0,0,445.7,3,0,0.3878
cbf28066427059,63b39f291b6b5c,e57ea935c14333,0,0,132.9,2,0,0,1264,2,1,5.12,1886,squad-fpp,28,-1,0,0,0,0,0,0,131,2,1445,0.0357
b49d587129dfae,4d37a7448c91e2,e3abdc3373a559,0,1,0,0,0,2,1337,0,0,0,1954,squad,23,-1,0,2310,0,0,0,0,2944,9,1696,0.88
03a0a29ba22f8f,aae758119017a3,945f296ce863e4,0,0,24.51,0,0,0,1000,0,0,0,1987,squad-fpp,27,-1,0,0,0,0,0,0,334.9,4,1500,0.0714
8003ab53f6a353,372970fcfeb856,fec29c06bced07,0,3,51.5,1,1,2,1141,1,1,45.79,1268,duo-fpp,47,-1,0,0,0,31.8,0,0,2512,3,1479,0.9167
793f784dde8f65,fcbfb269b28c71,de1765b4db7368,0,1,0,0,0,0,0,0,0,0,1410,squad-fpp,23,1508,1,0,0,0,0,0,305.8,8,0,0.25
6a3e4442f25cfd,0b4a8f62e6fde7,9219d5bc00b794,0,2,259.7,1,0,2,1207,0,0,0,1268,squad-fpp,25,-1,1,1979,0,0,0,0,869,3,1516,0.68
e45ef927d69563,9b97ee53054d35,f870a31f34a6e1,0,0,200,2,0,0,0,2,1,6.198,1305,squad,27,1486,0,0,0,0,0,0,52.87,2,0,0.037
732d4285e060bb,a863d276bd05da,7ef8ff6332df74,0,0,100,1,0,0,0,1,1,2.256,1901,duo,39,1480,0,0,0,0,0,0,59.02,2,0,0.0476
cba241b757192c,0a0a2e893984ba,a9d4e41f813a9a,0,4,100.6,0,1,1,0,2,1,168.4,1860,solo-fpp,89,1523,0,1128,0,0,0,0,3938,5,0,0.8444
ad6d90c487e3c5,7ca9af062dbb36,7073d7c1b173db,0,0,28.38,0,0,0,0,0,0,0,1873,solo-fpp,91,1470,0,0,0,0,0,0,786.5,6,0,0.4839
0a05ab556cad44,d7925fce2d74fd,5d32a817fd8096,0,1,129.5,0,0,2,0,1,1,11.49,1839,duo-fpp,46,1534,0,5361,0,0,0,0,1984,8,0,0.9565
fd3548a62fd017,80952276c18f28,1a4007238d42fb,1,2,463.5,2,2,1,0,5,2,94.99,1730,duo,43,1512,0,1914,0,0,0,0,1519,7,0,0.6087
af4b457ea25814,133467a4a6fd10,657e06b0e9a989,0,0,15.6,0,0,0,1366,0,0,0,1857,duo-fpp,39,-1,0,0,0,0,0,0,369.7,2,1533,0.125
96b96624cca1c4,87ea0b2864c4e7,8995ed16853870,0,1,226.6,2,0,0,1169,1,1,1.963,1512,squad,25,-1,0,0,0,0,0,0,94.23,2,1509,0.0769
edbe41e48ac670,bb652b26898273,595115c62f3668,0,0,40.64,0,0,0,0,0,0,0,1373,solo,91,1502,0,0,0,18.92,0,0,776.4,5,0,0.4842
fc81fb1f41247f,a1a3a13cb3edeb,b770f2ca9041f7,0,0,0,0,0,0,0,0,0,0,1879,squad-fpp,30,1446,0,0,0,0,0,0,87.68,1,0,0.0333
9ac2c7d4f708d9,17814b1e09070e,245de3d0380b32,0,2,0,0,0,8,0,0,0,0,1380,duo,46,1496,0,1669,0,0,0,0,2407,5,0,0.8043
1a53faf7031358,c349dcd8469456,a2123a28e6ae1e,0,0,38.95,0,0,0,0,0,0,0,1508,solo-fpp,92,1509,0,0,0,0,0,0,586.2,5,0,0.4787
1afa23f1050aee,ef1a33d0ee5327,5796f65f22b02f,0,0,29.4,0,0,0,1129,0,0,0,1872,squad,26,-1,0,0,0,0,0,0,1063,4,1497,0.32
9c69816825aa59,bb5d55df89af91,abf1bce4c906a8,0,1,0,0,0,0,1000,0,0,0,1314,squad-fpp,26,-1,0,0,0,0,0,0,213.5,2,1500,0.3462
10a9042f4692c2,b1c208dad867d0,846612a4249c93,0,0,0,0,0,0,0,0,0,0,1777,squad-fpp,23,1500,0,102.7,0,0,0,0,250.9,4,0,0.4583
3b674aba2beec3,73dab8ae619837,3cb8b4b44d913e,0,2,200,3,1,4,0,2,1,75.09,1347,squad-fpp,27,1499,0,147.3,0,0,0,0,1076,6,0,0.8077
ad003eff99df4a,9c215ef3ef2d75,fd3d777ffae372,0,1,476.5,3,0,1,0,4,2,37.33,1387,duo,45,1512,0,265.9,0,0,0,0,1184,5,0,0.6304
53509cc9690ec0,33384abf21b86a,d41b850b262802,0,0,0,0,0,0,0,0,0,0,1460,solo-fpp,91,1499,0,0,0,0,0,0,139.8,3,0,0.2717
4b63eb096a9ca3,0075a58a9a051a,513b86647f0c69,0,0,100,0,0,0,0,1,1,3.404,1979,duo,49,1517,0,0,0,0,0,0,177.2,2,0,0.0625
5b37b3a236c0bf,9f2f688d29766b,84ea8cc6b68cd4,1,1,169.1,0,0,1,0,1,1,63.33,1461,solo-fpp,89,1517,0,0,0,0,0,0,1466,4,0,0.7582
ea6e6d861580ec,133e29fc08e7c9,2f3ae292da022d,0,0,0,1,0,0,0,0,0,0,1420,duo-fpp,48,1500,0,0,0,0,0,0,13.2,0,0,0
674b3a215f972c,8ffd3470d8da4f,cf417face48046,0,0,50.66,0,0,8,1000,0,0,0,1764,duo-fpp,43,-1,0,0,0,45.17,0,0,2689,6,1500,0.7556
91f245d9ec68aa,f40e02283d57a5,710913a67cfb58,0,2,177.8,0,1,1,0,1,1,72.87,1800,solo-fpp,97,1500,0,981.7,0,0,0,0,1315,4,0,0.6495
58d60af442db27,2d206229318b33,ddd7063226dfe3,0,0,95.88,0,0,0,0,0,0,0,1912,solo-fpp,91,1470,0,0,0,0,0,0,104.2,2,0,0.2604
937a066182f36a,a1105f362a6f07,0c8f1479a8fac2,0,1,25.8,0,0,1,1213,0,0,0,1804,squad-fpp,30,-1,0,4764,0,0,0,0,1869,5,1454,0.6333
2ff0379b2503c8,cca408f624676f,ed47bceb65c153,1,6,149.4,0,0,7,0,1,1,11.36,1910,squad,25,1433,1,5883,0,0,0,0,2133,6,0,1
d8afdbe17258f3,ca6499f91ef960,df291d20c742dd,0,5,4.326,0,0,3,1000,0,0,0,1391,squad-fpp,27,-1,0,1795,0,2.339,0,0,2598,6,1500,0.9615
24dafe793673b2,6da142650cafe1,00869975e9aae1,0,2,105.9,1,0,5,0,1,1,6.533,1194,squad,27,1506,1,885.2,0,0,0,0,1693,4,0,0.6667
312996fc8f5b9b,5a6916cb7d67c3,18fd0a03065ea9,1,0,413.5,4,1,1,1850,4,3,15.35,1333,squad,24,-1,0,0,0,0,0,0,111.2,3,1600,0.0769
ce39351ac31340,0edc46edf214ea,f001fa89bd6db3,1,0,447.3,3,1,0,0,4,2,13.15,1327,squad-fpp,23,1502,0,0,0,0,0,0,252.8,3,0,1
e904b3fa97cc26,6eb14f934365b4,9b3f5d0204f9f2,0,2,100,1,0,4,0,1,1,3.646,1890,duo-fpp,47,1620,0,2435,0,0,0,0,2629,9,0,0.7708
e648bbd69e6782,f59a06b3f15665,2c42aa41a9b7a9,2,6,1563,10,1,7,0,13,3,270.3,1852,squad-fpp,27,1869,2,1963,0,0,0,0,3723,7,0,0.9615
6684f31a7c58bf,5e0e0b481b785e,aef6728ddd6896,0,0,0,0,0,0,0,0,0,0,1317,squad-fpp,28,1465,0,1463,0,0,0,0,741.8,3,0,0.6667
efcd994ddcb9c7,8470346001b976,29b58c6651b433,0,0,107.9,0,0,0,0,0,0,0,1347,solo-fpp,95,1427,0,0,0,0,0,0,136.1,8,0,0.2708
a981f5929c1616,e1ab35879f5590,e19207649e77c0,0,1,263.8,1,1,2,1193,1,1,9.23,1317,squad-fpp,28,-1,0,0,0,0,0,0,1314,3,1475,0.7143
d1193cd67293b6,5d199fb3203e2e,d615166c14bcc4,0,0,0,0,0,1,0,0,0,0,1437,duo,47,1429,0,0,0,0,0,0,78.23,2,0,0.2041
0da8e1e2c19c10,9be3e87d988880,c7657f775c0db4,0,0,0,0,0,0,0,0,0,0,1826,squad-fpp,27,1508,0,0,0,48.03,0,0,0,0,0,0.5556
ae1a75a25368a7,1802036181a177,4aba049c347429,0,0,0,0,0,0,0,0,0,0,1797,duo-fpp,45,1487,0,0,0,0,0,0,0,0,0,0
283a9a8deb7fed,7603e4179c4686,556952605e85a6,3,5,520.2,3,0,8,0,4,2,283,1834,squad,29,1335,0,0,0,0,0,0,2532,4,0,0.7143
